Page ID,Page name,Disclaimer,Amount spent (USD)
629062130882339,Congressman Michael F.Q. San Nicolas - Guam,United States House of Representatives,102
205698873305873,Kelly Marsh-Taitano for Senator,Kelly G Marsh,≤100
68793499001,UNICEF,UNICEF with Facebook Ad Credits,≤100
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,≤100
121350964566751,DHL Motorsports,These ads ran without a disclaimer,≤100
